Status;Funktion;Reserve_D;Behinderung;Soziales;Anwesenheit;Reserve_H;Reserve_I;Reserve_J;Reserve_K;Reserve_L;Nachname;Vorname;Geburtsdatum;Kontakt;PLZ;Wohnort;Geschlecht;Platz_1;Platz_2;Platz_3;Platz_4;Platz_5;Platz_6;Platz_7;Alter;Landkreis;Bundesland
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Groß;Amelie;04.11.2011;amelie.g@test.de;55218;Ingelheim;w;;;;;;;13;Landkreis Mainz-Bingen;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Kuhn;Moritz;16.03.2010;moritz.k@test.de;55469;Simmern;m;;;;;;;14;Landkreis Rhein-Hunsrück-Kreis;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Kaiser;Sarah;28.06.2012;sarah.k@test.de;55469;Simmern;w;;;;;;;12;Landkreis Rhein-Hunsrück-Kreis;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Sauer;Jan;10.09.2009;jan.s@test.de;65385;Rüdesheim;m;;;;;;;15;Verbandsgemeinde Rüdesheim;Hessen
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Maier;Laura;19.12.2011;laura.m@test.de;65385;Rüdesheim;w;;;;;;;13;Verbandsgemeinde Rüdesheim;Hessen
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Nowak;Niklas;01.04.2010;niklas.n@test.de;54329;Konz;m;;;;;;;14;Landkreis Trier-Saarburg;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Seidl;Victoria;13.07.2012;victoria.s@test.de;54329;Konz;w;;;;;;;12;Landkreis Trier-Saarburg;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Lange;Frederik;26.10.2009;frederik.l@test.de;56414;Hundsangen;m;;;;;;;15;Westerwaldkreis;Rheinland-Pfalz
Angemeldet;TN;--;--;--;3;--;--;--;--;--;Zimmerhof;Charlotte;08.02.2011;charlotte.z@test.de;56457;Westerburg;w;;;;;;;13;Westerwaldkreis;Rheinland-Pfalz
Angemeldet;TN;--;MmB;--;3;--;--;--;--;--;Haupt;Sebastian;20.05.2010;sebastian.h@test.de;56346;Nastätten;m;;;;;;;14;Rhein-Lahn-Kreis;Rheinland-Pfalz
Angemeldet;TN;--;--;Einkommensschwach;3;--;--;--;--;--;Reich;Katharina;05.08.2011;katharina.r@test.de;57610;Altenkirchen;w;;;;;;;13;Landkreis Altenkirchen;Rheinland-Pfalz
Angemeldet;MA;--;--;--;3;--;--;--;--;--;Bauer;Katrin;14.05.1986;katrin.ma@test.de;56346;Nastätten;w;;;;;;;38;Rhein-Lahn-Kreis;Rheinland-Pfalz
Angemeldet;MA;--;--;--;3;--;--;--;--;--;Kern;Markus;22.09.1983;markus.ma@test.de;57610;Altenkirchen;m;;;;;;;41;Landkreis Altenkirchen;Rheinland-Pfalz
Angemeldet;MA;--;--;--;3;--;--;--;--;--;Ritter;Julia;07.01.1989;julia.ma@test.de;55232;Alzey;w;;;;;;;35;Landkreis Alzey-Worms;Rheinland-Pfalz
Angemeldet;MA;--;--;--;3;--;--;--;--;--;Bruns;Thorsten;18.11.1980;thorsten.ma@test.de;56130;Bad Ems;m;;;;;;;44;Rhein-Lahn-Kreis;Rheinland-Pfalz
Angemeldet;MA;--;MmB_BEGLEITPERSON;--;3;--;--;--;--;--;Wendt;Sabine;03.06.1984;sabine.ma@test.de;56346;Nastätten;w;;;;;;;40;Rhein-Lahn-Kreis;Rheinland-Pfalz
Angemeldet;REF;--;--;--;3;--;--;--;--;--;Fischer;Dr. Anna;12.08.1972;anna.ref@test.de;56346;Nastätten;w;;;;;;;52;Rhein-Lahn-Kreis;Rheinland-Pfalz
Angemeldet;REF;--;--;--;3;--;--;--;--;--;Meister;Prof. Hans;29.03.1965;hans.ref@test.de;57518;Betzdorf;m;;;;;;;59;Landkreis Altenkirchen;Rheinland-Pfalz
